ticker,model,RMSE,MAE,MAPE,R2
AAPL,LSTM,15.02674642588983,12.329041467427432,5.131808710132073,0.5782018370806541
AAPL,LinearRegression,5.025058937394942,3.6952430345463463,1.6260102906253386,0.9528309545151027
