ticker,model,RMSE,MAE,MAPE,R2
TSLA,LSTM,27.229148425125356,21.892863966773064,6.189542894423156,0.8814304079401798
TSLA,LinearRegression,14.869718789211289,11.339564606846178,3.4633743501433965,0.9646401252578487
