accuracy,precision,recall,f1_score,roc_auc,naive_baseline_accuracy,test_up_ratio
0.5299145299145299,0.5346851654215582,0.8946428571428572,0.6693386773547094,0.5036366270646189,0.5318138651471985,0.5318138651471985
